,arquivo,classe,objecto,repeticao,fundo,iluminacao,local,resolucao,tamanho
302,20210417_163300.jpg,óculos,óculos valentino,3,tijolo,dia,externo,2560x1440,1143828.0
303,20210417_163317.jpg,óculos,óculos dior,1,tijolo,dia,externo,2560x1440,1109641.0
304,20210417_163318.jpg,óculos,óculos dior,2,tijolo,dia,externo,2560x1440,1058737.0
305,20210417_163319.jpg,óculos,óculos dior,3,tijolo,dia,externo,2560x1440,1093310.0
306,20210417_163328.jpg,óculos,óculos gucci,1,tijolo,dia,externo,2560x1440,1066808.0
307,20210417_163329(0).jpg,óculos,óculos gucci,2,tijolo,dia,externo,2560x1440,1098695.0
308,20210417_163329.jpg,óculos,óculos gucci,3,tijolo,dia,externo,2560x1440,1105267.0
309,20210417_163338.jpg,óculos,óculos prada,1,tijolo,dia,externo,2560x1440,1058040.0
310,20210417_163339.jpg,óculos,óculos prada,2,tijolo,dia,externo,2560x1440,1102980.0
311,20210417_163340.jpg,óculos,óculos prada,3,tijolo,dia,externo,2560x1440,1120568.0
312,20210417_163353.jpg,óculos,óculos cavalli,1,tijolo,dia,externo,2560x1440,1068348.0
313,20210417_163354.jpg,óculos,óculos cavalli,2,tijolo,dia,externo,2560x1440,1066904.0
314,20210417_163355.jpg,óculos,óculos cavalli,3,tijolo,dia,externo,2560x1440,1079253.0
315,20210417_163424.jpg,necessaire,listrada,1,tijolo,dia,externo,2560x1440,1129267.0
316,20210417_163425.jpg,necessaire,listrada,2,tijolo,dia,externo,2560x1440,1132570.0
317,20210417_163426.jpg,necessaire,listrada,3,tijolo,dia,externo,2560x1440,1135939.0
318,20210417_163434.jpg,necessaire,estrela,1,tijolo,dia,externo,2560x1440,1019096.0
319,20210417_163435.jpg,necessaire,estrela,2,tijolo,dia,externo,2560x1440,1049759.0
320,20210417_163436.jpg,necessaire,estrela,3,tijolo,dia,externo,2560x1440,1053885.0
321,20210417_163444.jpg,necessaire,vermelha,1,tijolo,dia,externo,2560x1440,1180782.0
322,20210417_163445(0).jpg,necessaire,vermelha,2,tijolo,dia,externo,2560x1440,1287278.0
323,20210417_163445.jpg,necessaire,vermelha,3,tijolo,dia,externo,2560x1440,1301445.0
324,20210417_163453(0).jpg,necessaire,creme,1,tijolo,dia,externo,2560x1440,1048571.0
325,20210417_163453.jpg,necessaire,creme,2,tijolo,dia,externo,2560x1440,1060155.0
326,20210417_163454.jpg,necessaire,creme,3,tijolo,dia,externo,2560x1440,1054298.0
327,20210417_163521.jpg,colher,grande,1,tijolo,dia,externo,2560x1440,969209.0
328,20210417_163522.jpg,colher,grande,2,tijolo,dia,externo,2560x1440,1043729.0
329,20210417_163523.jpg,colher,grande,3,tijolo,dia,externo,2560x1440,1077645.0
330,20210417_163531.jpg,colher,média,1,tijolo,dia,externo,2560x1440,1053173.0
331,20210417_163533.jpg,colher,média,2,tijolo,dia,externo,2560x1440,984345.0
332,20210417_163534.jpg,colher,média,3,tijolo,dia,externo,2560x1440,1038281.0
333,20210417_163543.jpg,colher,média detalhe,1,tijolo,dia,externo,2560x1440,1084263.0
334,20210417_163545.jpg,colher,média detalhe,2,tijolo,dia,externo,2560x1440,1022695.0
335,20210417_163546.jpg,colher,média detalhe,3,tijolo,dia,externo,2560x1440,1023978.0
336,20210417_163554.jpg,colher,rosa,1,tijolo,dia,externo,2560x1440,1022072.0
337,20210417_163555.jpg,colher,rosa,2,tijolo,dia,externo,2560x1440,1044891.0
338,20210417_163557.jpg,colher,rosa,3,tijolo,dia,externo,2560x1440,1020203.0
339,20210417_163604.jpg,colher,preta,1,tijolo,dia,externo,2560x1440,1067257.0
340,20210417_163605.jpg,colher,preta,2,tijolo,dia,externo,2560x1440,1078183.0
341,20210417_163606.jpg,colher,preta,3,tijolo,dia,externo,2560x1440,1133831.0
342,20210417_163642.jpg,xícara,bola,1,tijolo,dia,externo,2560x1440,1063810.0
343,20210417_163643.jpg,xícara,bola,2,tijolo,dia,externo,2560x1440,1050915.0
344,20210417_163644.jpg,xícara,bola,3,tijolo,dia,externo,2560x1440,1050271.0
345,20210417_163654.jpg,xícara,sorrir,1,tijolo,dia,externo,2560x1440,1019485.0
346,20210417_163655.jpg,xícara,sorrir,2,tijolo,dia,externo,2560x1440,1026223.0
347,20210417_163656.jpg,xícara,sorrir,3,tijolo,dia,externo,2560x1440,1030435.0
348,20210417_163705.jpg,xícara,amiga,1,tijolo,dia,externo,2560x1440,968713.0
349,20210417_163706.jpg,xícara,amiga,2,tijolo,dia,externo,2560x1440,956659.0
350,20210417_163707.jpg,xícara,amiga,3,tijolo,dia,externo,2560x1440,965454.0
351,20210417_163715.jpg,xícara,coffee,1,tijolo,dia,externo,2560x1440,946941.0
352,20210417_163717.jpg,xícara,coffee,2,tijolo,dia,externo,2560x1440,948919.0
353,20210417_163718.jpg,xícara,coffee,3,tijolo,dia,externo,2560x1440,963984.0
354,20210417_163727.jpg,xícara,flor,1,tijolo,dia,externo,2560x1440,933259.0
355,20210417_163728.jpg,xícara,flor,2,tijolo,dia,externo,2560x1440,950440.0
356,20210417_163729.jpg,xícara,flor,3,tijolo,dia,externo,2560x1440,922103.0
357,20210417_163737.jpg,xícara,azul,1,tijolo,dia,externo,2560x1440,1019401.0
358,20210417_163738.jpg,xícara,azul,2,tijolo,dia,externo,2560x1440,1023883.0
359,20210417_163740.jpg,xícara,azul,3,tijolo,dia,externo,2560x1440,1002458.0
360,20210417_182049.jpg,óculos,óculos valentino,1,branco_2,noite,interno,2560x1440,934488.0
361,20210417_182050(0).jpg,óculos,óculos valentino,2,branco_2,noite,interno,2560x1440,967345.0
362,20210417_182050.jpg,óculos,óculos valentino,3,branco_2,noite,interno,2560x1440,943679.0
363,20210417_182100.jpg,óculos,óculos prada,1,branco_2,noite,interno,2560x1440,928372.0
364,20210417_182101.jpg,óculos,óculos prada,2,branco_2,noite,interno,2560x1440,936686.0
365,20210417_182102.jpg,óculos,óculos prada,3,branco_2,noite,interno,2560x1440,910198.0
366,20210417_182110(0).jpg,óculos,óculos gucci,1,branco_2,noite,interno,2560x1440,943197.0
367,20210417_182110.jpg,óculos,óculos gucci,2,branco_2,noite,interno,2560x1440,939485.0
368,20210417_182111.jpg,óculos,óculos gucci,3,branco_2,noite,interno,2560x1440,921547.0
369,20210417_182123.jpg,óculos,óculos dior,1,branco_2,noite,interno,2560x1440,913320.0
370,20210417_182124(0).jpg,óculos,óculos dior,2,branco_2,noite,interno,2560x1440,922957.0
371,20210417_182124.jpg,óculos,óculos dior,3,branco_2,noite,interno,2560x1440,932356.0
372,20210417_182132.jpg,óculos,óculos cavalli,1,branco_2,noite,interno,2560x1440,939793.0
373,20210417_182133.jpg,óculos,óculos cavalli,2,branco_2,noite,interno,2560x1440,949812.0
374,20210417_182134.jpg,óculos,óculos cavalli,3,branco_2,noite,interno,2560x1440,955297.0
375,20210417_182150(0).jpg,necessaire,listrada,1,branco_2,noite,interno,2560x1440,1052476.0
376,20210417_182150.jpg,necessaire,listrada,2,branco_2,noite,interno,2560x1440,1020181.0
377,20210417_182151.jpg,necessaire,listrada,3,branco_2,noite,interno,2560x1440,1000243.0
378,20210417_182159(0).jpg,necessaire,estrela,1,branco_2,noite,interno,2560x1440,947686.0
379,20210417_182159.jpg,necessaire,estrela,2,branco_2,noite,interno,2560x1440,958941.0
380,20210417_182200.jpg,necessaire,estrela,3,branco_2,noite,interno,2560x1440,905706.0
381,20210417_182208.jpg,necessaire,creme,1,branco_2,noite,interno,2560x1440,978798.0
382,20210417_182209.jpg,necessaire,creme,2,branco_2,noite,interno,2560x1440,980421.0
383,20210417_182210.jpg,necessaire,creme,3,branco_2,noite,interno,2560x1440,882576.0
384,20210417_182219(0).jpg,necessaire,vermelha,1,branco_2,noite,interno,2560x1440,952631.0
385,20210417_182219.jpg,necessaire,vermelha,2,branco_2,noite,interno,2560x1440,931530.0
386,20210417_182220.jpg,necessaire,vermelha,3,branco_2,noite,interno,2560x1440,971729.0
387,20210417_182231(0).jpg,colher,grande,1,branco_2,noite,interno,2560x1440,929617.0
388,20210417_182231.jpg,colher,grande,2,branco_2,noite,interno,2560x1440,926478.0
389,20210417_182232.jpg,colher,grande,3,branco_2,noite,interno,2560x1440,908556.0
390,20210417_182240.jpg,colher,média,1,branco_2,noite,interno,2560x1440,927392.0
391,20210417_182241(0).jpg,colher,média,2,branco_2,noite,interno,2560x1440,882627.0
392,20210417_182241.jpg,colher,média,3,branco_2,noite,interno,2560x1440,936462.0
393,20210417_182249(0).jpg,colher,média detalhe,1,branco_2,noite,interno,2560x1440,957657.0
394,20210417_182249.jpg,colher,média detalhe,2,branco_2,noite,interno,2560x1440,920022.0
395,20210417_182250.jpg,colher,média detalhe,3,branco_2,noite,interno,2560x1440,971130.0
396,20210417_182257.jpg,colher,rosa,1,branco_2,noite,interno,2560x1440,925504.0
397,20210417_182258(0).jpg,colher,rosa,2,branco_2,noite,interno,2560x1440,916185.0
398,20210417_182258.jpg,colher,rosa,3,branco_2,noite,interno,2560x1440,921284.0
399,20210417_182311.jpg,colher,preta,1,branco_2,noite,interno,2560x1440,942554.0
400,20210417_182312.jpg,colher,preta,2,branco_2,noite,interno,2560x1440,950621.0
401,20210417_182313.jpg,colher,preta,3,branco_2,noite,interno,2560x1440,941067.0
402,20210417_182405.jpg,xícara,azul,1,branco_2,noite,interno,2560x1440,977653.0
403,20210417_182406(0).jpg,xícara,azul,2,branco_2,noite,interno,2560x1440,960819.0
404,20210417_182406.jpg,xícara,azul,3,branco_2,noite,interno,2560x1440,979693.0
405,20210417_182414.jpg,xícara,flor,1,branco_2,noite,interno,2560x1440,948838.0
406,20210417_182415.jpg,xícara,flor,2,branco_2,noite,interno,2560x1440,957320.0
407,20210417_182416.jpg,xícara,flor,3,branco_2,noite,interno,2560x1440,942615.0
408,20210417_182424.jpg,xícara,bola,1,branco_2,noite,interno,2560x1440,976813.0
409,20210417_182425.jpg,xícara,bola,2,branco_2,noite,interno,2560x1440,942318.0
410,20210417_182426.jpg,xícara,bola,3,branco_2,noite,interno,2560x1440,952234.0
411,20210417_182433.jpg,xícara,coffee,1,branco_2,noite,interno,2560x1440,935716.0
412,20210417_182434.jpg,xícara,coffee,2,branco_2,noite,interno,2560x1440,943502.0
413,20210417_182435.jpg,xícara,coffee,3,branco_2,noite,interno,2560x1440,937035.0
414,20210417_182442.jpg,xícara,amiga,1,branco_2,noite,interno,2560x1440,948207.0
415,20210417_182443.jpg,xícara,amiga,2,branco_2,noite,interno,2560x1440,960089.0
416,20210417_182444.jpg,xícara,amiga,3,branco_2,noite,interno,2560x1440,928574.0
417,20210417_182452.jpg,xícara,sorrir,1,branco_2,noite,interno,2560x1440,964429.0
418,20210417_182453.jpg,xícara,sorrir,2,branco_2,noite,interno,2560x1440,971355.0
419,20210417_182454.jpg,xícara,sorrir,3,branco_2,noite,interno,2560x1440,947190.0
420,20210417_182541.jpg,óculos,óculos valentino,1,magenta,noite,interno,2560x1440,1102317.0
421,20210417_182542.jpg,óculos,óculos valentino,2,magenta,noite,interno,2560x1440,1085360.0
422,20210417_182543.jpg,óculos,óculos valentino,3,magenta,noite,interno,2560x1440,1032574.0
423,20210417_182551.jpg,óculos,óculos prada,1,magenta,noite,interno,2560x1440,1107511.0
424,20210417_182552(0).jpg,óculos,óculos prada,2,magenta,noite,interno,2560x1440,1014831.0
425,20210417_182552.jpg,óculos,óculos prada,3,magenta,noite,interno,2560x1440,1090190.0
426,20210417_182559.jpg,óculos,óculos gucci,1,magenta,noite,interno,2560x1440,1049838.0
427,20210417_182600(0).jpg,óculos,óculos gucci,2,magenta,noite,interno,2560x1440,1003300.0
428,20210417_182600.jpg,óculos,óculos gucci,3,magenta,noite,interno,2560x1440,1096500.0
429,20210417_182606.jpg,óculos,óculos dior,1,magenta,noite,interno,2560x1440,1018918.0
430,20210417_182607.jpg,óculos,óculos dior,2,magenta,noite,interno,2560x1440,1119141.0
431,20210417_182608.jpg,óculos,óculos dior,3,magenta,noite,interno,2560x1440,1018639.0
432,20210417_182616.jpg,óculos,óculos cavalli,1,magenta,noite,interno,2560x1440,1118026.0
433,20210417_182619.jpg,óculos,óculos cavalli,2,magenta,noite,interno,2560x1440,1155400.0
434,20210417_182620.jpg,óculos,óculos cavalli,3,magenta,noite,interno,2560x1440,1192984.0
435,20210417_182704.jpg,necessaire,listrada,1,magenta,noite,interno,2560x1440,1426225.0
436,20210417_182705(0).jpg,necessaire,listrada,2,magenta,noite,interno,2560x1440,1280733.0
437,20210417_182705.jpg,necessaire,listrada,3,magenta,noite,interno,2560x1440,1252745.0
438,20210417_182714.jpg,necessaire,estrela,1,magenta,noite,interno,2560x1440,1230132.0
439,20210417_182715(0).jpg,necessaire,estrela,2,magenta,noite,interno,2560x1440,1082898.0
440,20210417_182715.jpg,necessaire,estrela,3,magenta,noite,interno,2560x1440,1213807.0
441,20210417_182723.jpg,necessaire,creme,1,magenta,noite,interno,2560x1440,1205197.0
442,20210417_182724.jpg,necessaire,creme,2,magenta,noite,interno,2560x1440,1194762.0
443,20210417_182725.jpg,necessaire,creme,3,magenta,noite,interno,2560x1440,1070583.0
444,20210417_182733.jpg,necessaire,vermelha,1,magenta,noite,interno,2560x1440,1127819.0
445,20210417_182734.jpg,necessaire,vermelha,2,magenta,noite,interno,2560x1440,1087996.0
446,20210417_182735.jpg,necessaire,vermelha,3,magenta,noite,interno,2560x1440,1104961.0
447,20210417_182806.jpg,colher,grande,1,magenta,noite,interno,2560x1440,1216180.0
448,20210417_182807(0).jpg,colher,grande,2,magenta,noite,interno,2560x1440,1089628.0
449,20210417_182807.jpg,colher,grande,3,magenta,noite,interno,2560x1440,1207478.0
450,20210417_182819.jpg,colher,média,1,magenta,noite,interno,2560x1440,1176909.0
451,20210417_182820.jpg,colher,média,2,magenta,noite,interno,2560x1440,1153010.0
452,20210417_182821.jpg,colher,média,3,magenta,noite,interno,2560x1440,1050801.0
453,20210417_182828.jpg,colher,média detalhe,1,magenta,noite,interno,2560x1440,1225427.0
454,20210417_182829(0).jpg,colher,média detalhe,2,magenta,noite,interno,2560x1440,1111047.0
455,20210417_182829.jpg,colher,média detalhe,3,magenta,noite,interno,2560x1440,1173425.0
456,20210417_182836(0).jpg,colher,rosa,1,magenta,noite,interno,2560x1440,1138261.0
457,20210417_182836.jpg,colher,rosa,2,magenta,noite,interno,2560x1440,1182325.0
458,20210417_182837.jpg,colher,rosa,3,magenta,noite,interno,2560x1440,1042324.0
459,20210417_182848.jpg,colher,preta,1,magenta,noite,interno,2560x1440,1117557.0
460,20210417_182849.jpg,colher,preta,2,magenta,noite,interno,2560x1440,1071998.0
461,20210417_182850.jpg,colher,preta,3,magenta,noite,interno,2560x1440,1036747.0
462,20210417_182859.jpg,xícara,coffee,1,magenta,noite,interno,2560x1440,1216010.0
463,20210417_182900.jpg,xícara,coffee,2,magenta,noite,interno,2560x1440,1211444.0
464,20210417_182901.jpg,xícara,coffee,3,magenta,noite,interno,2560x1440,1117414.0
465,20210417_182908(0).jpg,xícara,amiga,1,magenta,noite,interno,2560x1440,1169964.0
466,20210417_182908.jpg,xícara,amiga,2,magenta,noite,interno,2560x1440,1106874.0
467,20210417_182909.jpg,xícara,amiga,3,magenta,noite,interno,2560x1440,1076113.0
468,20210417_182916.jpg,xícara,bola,1,magenta,noite,interno,2560x1440,1194098.0
469,20210417_182917.jpg,xícara,bola,2,magenta,noite,interno,2560x1440,1198282.0
470,20210417_182918.jpg,xícara,bola,3,magenta,noite,interno,2560x1440,1147203.0
471,20210417_182925(0).jpg,xícara,sorrir,1,magenta,noite,interno,2560x1440,1235222.0
472,20210417_182925.jpg,xícara,sorrir,2,magenta,noite,interno,2560x1440,1230335.0
473,20210417_182926.jpg,xícara,sorrir,3,magenta,noite,interno,2560x1440,1105124.0
474,20210417_182934.jpg,xícara,flor,1,magenta,noite,interno,2560x1440,1169709.0
475,20210417_182935(0).jpg,xícara,flor,2,magenta,noite,interno,2560x1440,1098599.0
476,20210417_182935.jpg,xícara,flor,3,magenta,noite,interno,2560x1440,1202615.0
477,20210417_182941.jpg,xícara,azul,1,magenta,noite,interno,2560x1440,1190761.0
478,20210417_182942.jpg,xícara,azul,2,magenta,noite,interno,2560x1440,1188617.0
479,20210417_182943.jpg,xícara,azul,3,magenta,noite,interno,2560x1440,1109367.0
480,20210417_183512.jpg,óculos,óculos dior,1,madeira,noite,interno,2560x1440,1043096.0
481,20210417_183513.jpg,óculos,óculos dior,2,madeira,noite,interno,2560x1440,1069588.0
482,20210417_183514.jpg,óculos,óculos dior,3,madeira,noite,interno,2560x1440,1040212.0
483,20210417_183540(0).jpg,óculos,óculos gucci,1,madeira,noite,interno,2560x1440,1035679.0
484,20210417_183540.jpg,óculos,óculos gucci,2,madeira,noite,interno,2560x1440,1071207.0
485,20210417_183541.jpg,óculos,óculos gucci,3,madeira,noite,interno,2560x1440,903512.0
486,20210417_183552.jpg,óculos,óculos cavalli,1,madeira,noite,interno,2560x1440,1070306.0
487,20210417_183553(0).jpg,óculos,óculos cavalli,2,madeira,noite,interno,2560x1440,975715.0
488,20210417_183553.jpg,óculos,óculos cavalli,3,madeira,noite,interno,2560x1440,1059813.0
489,20210417_183602.jpg,óculos,óculos prada,1,madeira,noite,interno,2560x1440,1090833.0
490,20210417_183603(0).jpg,óculos,óculos prada,2,madeira,noite,interno,2560x1440,1056085.0
491,20210417_183603.jpg,óculos,óculos prada,3,madeira,noite,interno,2560x1440,1095018.0
492,20210417_183614(0).jpg,óculos,óculos valentino,1,madeira,noite,interno,2560x1440,989690.0
493,20210417_183614.jpg,óculos,óculos valentino,2,madeira,noite,interno,2560x1440,1023304.0
494,20210417_183615.jpg,óculos,óculos valentino,3,madeira,noite,interno,2560x1440,871680.0
495,20210417_183715.jpg,necessaire,listrada,1,madeira,noite,interno,2560x1440,1039637.0
496,20210417_183716(0).jpg,necessaire,listrada,2,madeira,noite,interno,2560x1440,1083721.0
497,20210417_183716.jpg,necessaire,listrada,3,madeira,noite,interno,2560x1440,1138449.0
498,20210417_183722.jpg,necessaire,estrela,1,madeira,noite,interno,2560x1440,925506.0
499,20210417_183723.jpg,necessaire,estrela,2,madeira,noite,interno,2560x1440,1026008.0
500,20210417_183724.jpg,necessaire,estrela,3,madeira,noite,interno,2560x1440,987709.0
501,20210417_183733.jpg,necessaire,vermelha,1,madeira,noite,interno,2560x1440,1002192.0
502,20210417_183734.jpg,necessaire,vermelha,2,madeira,noite,interno,2560x1440,1022713.0
503,20210417_183735.jpg,necessaire,vermelha,3,madeira,noite,interno,2560x1440,1009208.0
504,20210417_183742.jpg,necessaire,creme,1,madeira,noite,interno,2560x1440,1000925.0
505,20210417_183743(0).jpg,necessaire,creme,2,madeira,noite,interno,2560x1440,950884.0
506,20210417_183743.jpg,necessaire,creme,3,madeira,noite,interno,2560x1440,1046543.0
507,20210417_183803.jpg,colher,grande,1,madeira,noite,interno,2560x1440,1126285.0
508,20210417_183804.jpg,colher,grande,2,madeira,noite,interno,2560x1440,1049704.0
509,20210417_183805.jpg,colher,grande,3,madeira,noite,interno,2560x1440,947573.0
510,20210417_183811(0).jpg,colher,média,1,madeira,noite,interno,2560x1440,1046259.0
511,20210417_183811.jpg,colher,média,2,madeira,noite,interno,2560x1440,1069118.0
512,20210417_183812.jpg,colher,média,3,madeira,noite,interno,2560x1440,929830.0
513,20210417_183819.jpg,colher,média detalhe,1,madeira,noite,interno,2560x1440,1102212.0
514,20210417_183820.jpg,colher,média detalhe,2,madeira,noite,interno,2560x1440,1087660.0
515,20210417_183821.jpg,colher,média detalhe,3,madeira,noite,interno,2560x1440,873589.0
516,20210417_183828.jpg,colher,rosa,1,madeira,noite,interno,2560x1440,1062801.0
517,20210417_183829.jpg,colher,rosa,2,madeira,noite,interno,2560x1440,1084573.0
518,20210417_183830.jpg,colher,rosa,3,madeira,noite,interno,2560x1440,1012159.0
519,20210417_183841.jpg,colher,preta,1,madeira,noite,interno,2560x1440,1116599.0
520,20210417_183842.jpg,colher,preta,2,madeira,noite,interno,2560x1440,1053284.0
521,20210417_183843.jpg,colher,preta,3,madeira,noite,interno,2560x1440,1085914.0
522,20210417_183924.jpg,xícara,flor,1,madeira,noite,interno,2560x1440,1036676.0
523,20210417_183925(0).jpg,xícara,flor,2,madeira,noite,interno,2560x1440,979856.0
524,20210417_183925.jpg,xícara,flor,3,madeira,noite,interno,2560x1440,1037306.0
525,20210417_183934(0).jpg,xícara,coffee,1,madeira,noite,interno,2560x1440,1020416.0
526,20210417_183934.jpg,xícara,coffee,2,madeira,noite,interno,2560x1440,1021750.0
527,20210417_183935.jpg,xícara,coffee,3,madeira,noite,interno,2560x1440,1027046.0
528,20210417_183943.jpg,xícara,azul,1,madeira,noite,interno,2560x1440,1087172.0
529,20210417_183944(0).jpg,xícara,azul,2,madeira,noite,interno,2560x1440,920549.0
530,20210417_183944.jpg,xícara,azul,3,madeira,noite,interno,2560x1440,1112055.0
531,20210417_183951.jpg,xícara,sorrir,1,madeira,noite,interno,2560x1440,1070502.0
532,20210417_183952.jpg,xícara,sorrir,2,madeira,noite,interno,2560x1440,1096266.0
533,20210417_183953.jpg,xícara,sorrir,3,madeira,noite,interno,2560x1440,1009845.0
534,20210417_184002.jpg,xícara,bola,1,madeira,noite,interno,2560x1440,1108549.0
535,20210417_184003.jpg,xícara,bola,2,madeira,noite,interno,2560x1440,1120288.0
536,20210417_184004.jpg,xícara,bola,3,madeira,noite,interno,2560x1440,1017200.0
537,20210417_184011.jpg,xícara,amiga,1,madeira,noite,interno,2560x1440,964907.0
538,20210417_184012.jpg,xícara,amiga,2,madeira,noite,interno,2560x1440,1017029.0
539,20210417_184013.jpg,xícara,amiga,3,madeira,noite,interno,2560x1440,889614.0
540,20210417_191004.jpg,óculos,óculos dior,1,branco_2,noite,externo,2560x1440,983100.0
541,20210417_191005(0).jpg,óculos,óculos dior,2,branco_2,noite,externo,2560x1440,947690.0
542,20210417_191005.jpg,óculos,óculos dior,3,branco_2,noite,externo,2560x1440,1024918.0
543,20210417_191015.jpg,óculos,óculos valentino,1,branco_2,noite,externo,2560x1440,1003137.0
544,20210417_191016(0).jpg,óculos,óculos valentino,2,branco_2,noite,externo,2560x1440,938880.0
545,20210417_191016.jpg,óculos,óculos valentino,3,branco_2,noite,externo,2560x1440,926019.0
546,20210417_191024(0).jpg,óculos,óculos prada,1,branco_2,noite,externo,2560x1440,1002044.0
547,20210417_191024.jpg,óculos,óculos prada,2,branco_2,noite,externo,2560x1440,1038169.0
548,20210417_191025.jpg,óculos,óculos prada,3,branco_2,noite,externo,2560x1440,933656.0
549,20210417_191036.jpg,óculos,óculos gucci,1,branco_2,noite,externo,2560x1440,995436.0
550,20210417_191037.jpg,óculos,óculos gucci,2,branco_2,noite,externo,2560x1440,995815.0
551,20210417_191038.jpg,óculos,óculos gucci,3,branco_2,noite,externo,2560x1440,935631.0
552,20210417_191050.jpg,óculos,óculos cavalli,1,branco_2,noite,externo,2560x1440,959659.0
553,20210417_191051.jpg,óculos,óculos cavalli,2,branco_2,noite,externo,2560x1440,1013649.0
554,20210417_191052.jpg,óculos,óculos cavalli,3,branco_2,noite,externo,2560x1440,982680.0
555,20210417_191121.jpg,necessaire,listrada,1,branco_2,noite,externo,2560x1440,1139624.0
556,20210417_191122.jpg,necessaire,listrada,2,branco_2,noite,externo,2560x1440,1199181.0
557,20210417_191123.jpg,necessaire,listrada,3,branco_2,noite,externo,2560x1440,1125377.0
558,20210417_191133.jpg,necessaire,vermelha,1,branco_2,noite,externo,2560x1440,1010853.0
559,20210417_191134.jpg,necessaire,vermelha,2,branco_2,noite,externo,2560x1440,1042064.0
560,20210417_191135.jpg,necessaire,vermelha,3,branco_2,noite,externo,2560x1440,970472.0
561,20210417_191144.jpg,necessaire,creme,1,branco_2,noite,externo,2560x1440,1047591.0
562,20210417_191145.jpg,necessaire,creme,2,branco_2,noite,externo,2560x1440,1077589.0
563,20210417_191146.jpg,necessaire,creme,3,branco_2,noite,externo,2560x1440,1000668.0
564,20210417_191154.jpg,necessaire,estrela,1,branco_2,noite,externo,2560x1440,989318.0
565,20210417_191155.jpg,necessaire,estrela,2,branco_2,noite,externo,2560x1440,1013737.0
566,20210417_191157.jpg,necessaire,estrela,3,branco_2,noite,externo,2560x1440,968339.0
567,20210417_191217.jpg,colher,grande,1,branco_2,noite,externo,2560x1440,1114238.0
568,20210417_191218(0).jpg,colher,grande,2,branco_2,noite,externo,2560x1440,932560.0
569,20210417_191218.jpg,colher,grande,3,branco_2,noite,externo,2560x1440,946134.0
570,20210417_191226.jpg,colher,média detalhe,1,branco_2,noite,externo,2560x1440,1137660.0
571,20210417_191227.jpg,colher,média detalhe,2,branco_2,noite,externo,2560x1440,1075647.0
572,20210417_191228.jpg,colher,média detalhe,3,branco_2,noite,externo,2560x1440,960811.0
573,20210417_191238.jpg,colher,média,1,branco_2,noite,externo,2560x1440,977801.0
574,20210417_191239.jpg,colher,média,2,branco_2,noite,externo,2560x1440,978448.0
575,20210417_191240.jpg,colher,média,3,branco_2,noite,externo,2560x1440,1001211.0
576,20210417_191248.jpg,colher,rosa,1,branco_2,noite,externo,2560x1440,1001722.0
577,20210417_191249(0).jpg,colher,rosa,2,branco_2,noite,externo,2560x1440,967784.0
578,20210417_191249.jpg,colher,rosa,3,branco_2,noite,externo,2560x1440,1072319.0
579,20210417_191302.jpg,colher,preta,1,branco_2,noite,externo,2560x1440,1065234.0
580,20210417_191303(0).jpg,colher,preta,2,branco_2,noite,externo,2560x1440,1027620.0
581,20210417_191303.jpg,colher,preta,3,branco_2,noite,externo,2560x1440,1041596.0
582,20210417_191417.jpg,xícara,azul,1,branco_2,noite,externo,2560x1440,950325.0
583,20210417_191420.jpg,xícara,azul,2,branco_2,noite,externo,2560x1440,974128.0
584,20210417_191421.jpg,xícara,azul,3,branco_2,noite,externo,2560x1440,995883.0
585,20210417_191431.jpg,xícara,coffee,1,branco_2,noite,externo,2560x1440,943703.0
586,20210417_191432.jpg,xícara,coffee,2,branco_2,noite,externo,2560x1440,912127.0
587,20210417_191433.jpg,xícara,coffee,3,branco_2,noite,externo,2560x1440,916268.0
588,20210417_191442.jpg,xícara,sorrir,1,branco_2,noite,externo,2560x1440,980511.0
589,20210417_191443(0).jpg,xícara,sorrir,2,branco_2,noite,externo,2560x1440,943220.0
590,20210417_191443.jpg,xícara,sorrir,3,branco_2,noite,externo,2560x1440,987965.0
591,20210417_191452.jpg,xícara,flor,1,branco_2,noite,externo,2560x1440,977579.0
592,20210417_191453(0).jpg,xícara,flor,2,branco_2,noite,externo,2560x1440,946972.0
593,20210417_191453.jpg,xícara,flor,3,branco_2,noite,externo,2560x1440,958127.0
594,20210417_191505.jpg,xícara,amiga,1,branco_2,noite,externo,2560x1440,976057.0
595,20210417_191506.jpg,xícara,amiga,2,branco_2,noite,externo,2560x1440,988084.0
596,20210417_191507.jpg,xícara,amiga,3,branco_2,noite,externo,2560x1440,937221.0
597,20210417_191545.jpg,xícara,bola,1,branco_2,noite,externo,2560x1440,990991.0
598,20210417_191546.jpg,xícara,bola,2,branco_2,noite,externo,2560x1440,938489.0
599,20210417_191547.jpg,xícara,bola,3,branco_2,noite,externo,2560x1440,1008120.0
600,20210417_191654.jpg,óculos,óculos valentino,1,magenta,noite,externo,2560x1440,1162010.0
601,20210417_191655(0).jpg,óculos,óculos valentino,2,magenta,noite,externo,2560x1440,1117839.0
602,20210417_191655.jpg,óculos,óculos valentino,3,magenta,noite,externo,2560x1440,1169674.0
603,20210417_191705.jpg,óculos,óculos dior,1,magenta,noite,externo,2560x1440,1139203.0
604,20210417_191706(0).jpg,óculos,óculos dior,2,magenta,noite,externo,2560x1440,1124617.0
